textid	text	target
650	O chetaara ha na ụwa na- emezịkwa mgbanwe , ma mee ka ha mara na ọ bụzịkwa mmụta na- achị ugbu a , ọbụnadị dịka ọ kpọkùrù ha ka ha were ịgụsi akwụkwọ ike wee kpọrọ ihe n’ ihi na onye amaghị akwụkwọ n’ ọgbara ọhụụ a , ihe kwàrà ya nke ukwuu .	PRON VERB PRON ADV PROPN AUX VERB VERB PUNCT CCONJ VERB ADV PART VERB ADV PRON AUX VERB AUX VERB ADV DET PUNCT SCONJ ADV PART VERB PRON ADV PRON VERB VERB NOUN ADV VERB VERB PRON ADP ADV ADV PRON VERB NOUN ADP NOUN ADJ DET PUNCT PRON VERB PRON PRON ADV PUNCT
651	E buruzịkwara ya bụ oke mmemme wee gaa n’ ụlọ ezumeezu nke ọba mmụta ahụ , bụ ebe a nọrọ wee mee emume ịgụ akwụkwọ , inye nkuzi na ihe ndị ọzọ e ji akwalite mmụta .	PRON VERB PRON AUX ADJ NOUN VERB VERB ADP NOUN VERB ADP NOUN VERB DET PUNCT AUX PRON PRON VERB VERB VERB NOUN VERB NOUN PUNCT VERB NOUN CCONJ PART DET CCONJ PART VERB VERB VERB PUNCT
652	N’ okwu ya n’ ebe ahụ , onyeisi oche na mmemme ahụ , ma bụrụkwa onye so n’ òtù nlekọta nke All Progressives Grand Alliance’ APGA , bụ maazị Benjamin Oyedeji ,	ADP NOUN PRON ADP PRON DET PUNCT NOUN NOUN ADP NOUN DET PUNCT SCONJ AUX PRON VERB ADP NOUN NOUN ADP PROPN PROPN PROPN PROPN PROPN PUNCT AUX NOUN PROPN PROPN PUNCT
653	Ka ọ dị taa , ndị uwe oji , n’ okpuru atụmatụ ọrụ Puff Adder’ , bụ òtù e guzobere nso- nso a n’ Ọnịtsha site n’ aka kọmishọna ndị uwe ojii na steeti Anambra , bụ maazị Mustapha Dandaura anwụchikọọla ụmụokorobịa abụọ maka ịpụnara mmadụ àkpà na ihe ndị ọzọ n’ ike na mpaghara Upper Iweka .	ADV PRON AUX NOUN PUNCT DET NOUN ADJ PUNCT ADP ADP NOUN NOUN PROPN PROPN PUNCT AUX NOUN PART VERB ADJ ADJ DET ADP PROPN ADP ADP NOUN NOUN DET NOUN ADJ ADP NOUN PROPN PUNCT AUX NOUN PROPN PROPN VERB NOUN NUM ADV VERB NOUN NOUN CCONJ PART DET DET ADP ADV ADP NOUN PROPN PROPN PUNCT
654	Dịka ya bụ ozi siri kọwaa , ndị ahụ bụ ndị a nwụchikọrọ site na njikọ aka ndị ọrụ nchekwa ime obodo nakwa ndị ọrụ pụrụ iche na- ebe agha megide aka ntụtụ , bụ ndị ọrụ Special Anti Robbery Squad’ SARS .	ADV PRON AUX NOUN VERB VERB PUNCT PRON DET AUX PRON PRON VERB ADP ADP NOUN NOUN PRON NOUN NOUN ADP NOUN CCONJ DET NOUN VERB ADJ AUX VERB NOUN VERB NOUN NOUN PUNCT AUX DET VERB PROPN PROPN PROPN PROPN PROPN PUNCT
655	N’ okwu dịkwa ka ibe ya , ndị uwe ojii steeti ahụ anwụchiela ndị ohi atọ na ọtụtụ ndị ọzọ a na- enyo na ha bụ ndị ohi na ndị otu nzuzo site n’ ebe dị iche iche na steeti ahụ .	ADP NOUN AUX ADV PRON PRON PUNCT DET NOUN ADJ NOUN DET VERB DET NOUN NUM CCONJ DET PRON DET PRON AUX VERB ADV PRON AUX DET NOUN CCONJ DET NOUN NOUN ADP ADP PRON AUX ADJ ADJ ADP NOUN DET PUNCT
656	Nke a bụ nke e mere ka ụwa mara site n’ ozi ọzọ a kụpụrụ site n’ aka ndị uwe ojii ahụ , bụ nke maazị Mọhammed bìnyèrè aka na ya .	PRON DET AUX PRON PRON VERB ADV PROPN VERB ADP ADP NOUN DET PRON VERB ADP ADP NOUN DET NOUN ADJ DET PUNCT AUX PRON NOUN PROPN VERB NOUN ADP PRON PUNCT
657	nke ọnụ ego ya ruru puku Naịra iri asaa na ise N75 , 0 ; ekwentị TECNO 661’ , nke ọnụ ego ya rùrù puku Naịra asaa na narị asatọ N7 , 800 , na akụrụngwa e ji ewulite ikike ekwentị , bụ power bank’ , nke ọnụ ego ya rùrù puku Naịra atọ na narị ise N3 , 500 .	PRON NOUN NOUN PRON VERB NUM NOUN NUM NUM CCONJ NUM DET PUNCT NUM PUNCT NOUN PROPN NUM PUNCT PRON NOUN NOUN PRON VERB DET NOUN NUM CCONJ NUM NUM NUM PUNCT NUM PUNCT CCONJ NOUN PART VERB VERB ADV NOUN PUNCT AUX NOUN NOUN PUNCT PRON NOUN NOUN PART VERB NUM NOUN NUM CCONJ NUM NUM NUM PUNCT NUM PUNCT
658	mmadụ iri na ise na mpaghara okporo ụzọ Nteje Awkụzụ , mmadụ ise na Nkpọr , mmadụ iri na otù n’ Ifite Awka , jide mmadụ iri na asatọ na mpaghara okporo ụzọ Enugwu- Ukwu Nimo , ma nwụchikọzie mmadụ iri abụọ na abụọ na mpaghara okporo ụzọ Oko Nanka .	NOUN NUM CCONJ NUM ADP NOUN NOUN NOUN PROPN PROPN PUNCT NOUN NUM ADP PROPN PUNCT NOUN NUM CCONJ NUM ADP PROPN PROPN PUNCT VERB NOUN NUM CCONJ NUM ADP NOUN NOUN NOUN PROPN PROPN PROPN PUNCT CCONJ VERB NOUN NUM NUM CCONJ NUM ADP NOUN NOUN NOUN PROPN PROPN PUNCT
659	Gọvanọ Obianọ kwuputara nke a oge ya na ndị ọrụ oyibo n’ ụlọ ọrụ dị iche iche na steeti ahụ zùtere n’ isi ụlọ ọrụ Jerome Udọjị dị n’ Awka bụ isi obodo steeti ahụ .	NOUN PROPN VERB PRON DET ADV PRON CCONJ DET NOUN ADJ ADP NOUN NOUN AUX ADJ ADJ ADP NOUN DET VERB ADP NOUN NOUN NOUN PROPN PROPN AUX ADP PROPN AUX NOUN NOUN NOUN DET PUNCT
660	Gọvanọ Obianọ mekwara ka a mara na a ga- esitekwa na ya bụ ọmarịcha atụmatụ , bụ nke ga- egbu ọnụ ego ruru otu nde Dọlà na ụma otù , wee bàgide n’ ịgbanwegharị na imepùtagharị atịtị na ihe ndị megasịrị mmebi ka bụrụzie ihe ga na- amụta ego .	NOUN PROPN VERB ADV PRON VERB ADV PRON AUX VERB ADP PRON AUX ADJ NOUN PUNCT AUX PRON AUX VERB NOUN NOUN VERB NUM NUM NOUN CCONJ DET NUM PUNCT VERB VERB ADP VERB CCONJ VERB NOUN CCONJ PRON DET VERB VERB ADV AUX PRON AUX AUX VERB NOUN PUNCT
661	N’ ịkwado ya bụ atụmatụ kpọmkwem , gọvanọ Obianọ bìnyèrè aka n’ akwụkwọ nkwekọrịta ahụ n’ aha gọọmenti steeti Anambra , ebe onyeisi ụlọ ọrụ Redivivus Industries Limited’ , bụ maazị Emeka Ajekwu bìnyere aka n’ aha ụlọ ọrụ ahụ .	ADP VERB PRON AUX NOUN INTJ PUNCT NOUN PROPN VERB NOUN ADP NOUN NOUN DET ADP NOUN NOUN NOUN PROPN PUNCT SCONJ NOUN NOUN NOUN PROPN PROPN PROPN PUNCT AUX NOUN PROPN PROPN VERB NOUN ADP NOUN NOUN NOUN DET PUNCT
662	Ozi nke si n’ aka onye na- ahụ maka ọdị mma ndị mmadụ na ndị uweojii na kọmandị ahụ bụ Haruna Mohammed kwuru na ndị ahụ e nyere ego ahụ bụ ndị wetara ozi nke e ji nwụchịkọọ ndị omekome .	NOUN DET VERB ADP NOUN DET AUX VERB ADP NOUN NOUN DET NOUN CCONJ CCONJ NOUN ADP NOUN DET AUX PROPN PROPN VERB ADV PRON DET PRON VERB NOUN DET AUX PRON VERB NOUN PRON PRON VERB VERB DET NOUN PUNCT
663	A gbagburu Igboka na Nimo ka ọnwa Aprel dị n’ ụbọchị iri na isii n’ afọ a ebe Udensi , onye nke a nwụchikọrọ ihe dịka ọnwa atọ gara aga bụ onye nke a na- achọ achọ maka ogbugbu e gburu Nwokolo kemgbe afọ gara aga .	PRON VERB PROPN CCONJ PROPN ADV NOUN PROPN AUX ADP NOUN NUM CCONJ NUM ADP NOUN DET SCONJ PROPN PUNCT PART CCONJ PRON VERB PRON ADV NOUN NUM VERB VERB AUX PRON DET PRON AUX VERB VERB ADV VERB PRON VERB PROPN ADV NOUN VERB VERB PUNCT
664	Kọmishọna uweojii , Mustapha Dandaura , mgbe ọ na- enyefe ego ahụ kwuru na ihe Obiano mere bụ nnukwu ihe ịgba ume n’ ebe ndị ọlụ nchekwa nọ n’ ihe gbasara ịchụ mpụ ọsọ .	NOUN NOUN PUNCT PROPN PROPN PUNCT ADV PRON AUX VERB NOUN DET VERB ADV PRON PROPN VERB AUX ADJ PRON VERB NOUN ADP PRON DET NOUN NOUN VERB ADP PRON VERB VERB NOUN VERB PUNCT
665	O kelere Obiano maka imezu nkwa ya ma kwughachikwa na kọmandị ahụ dị njikere ibuso mpụ na ndị omekome agha .	PRON VERB PROPN ADV VERB NOUN PRON SCONJ VERB ADV NOUN DET AUX NOUN VERB NOUN CCONJ DET NOUN NOUN PUNCT
666	N’ iji gbanahị nke ahụ , Gọvanọ Obianọ kpọkuzịrị ndị ọrụ oyibo steeti ahụ ka ha binyere otu ndọrọ ndọrọ APGA aka iji nweta mmeri dara ụda na nhọpụta ahụ .	ADP VERB VERB PRON DET PUNCT NOUN PROPN VERB DET NOUN ADJ NOUN DET ADV PRON VERB NOUN VERB VERB PROPN NOUN VERB VERB NOUN VERB NOUN ADP NOUN DET PUNCT
667	Ụmụnwaanyị isii ahụ ka e kwuru na e jidere ha oge ndị ọlụ nchekwa wakporo ha n’ ụlọ oriri na ọñụñụ wee kpọpụ ha ụlọikpe Sharia Court .	NOUN NUM DET ADV PRON VERB ADV PRON VERB PRON ADV DET NOUN NOUN VERB PRON ADP NOUN NOUN CCONJ NOUN VERB VERB PRON NOUN NOUN NOUN PUNCT
668	Dịka otu onye ọlụ nchekwa si kọwaa , ụmụnwaanyị abụọ ndị ahụ nwetara ntaramahụhụ karịa n’ ihi ihe ndị ọlụ nchekwa hụtara n’ aka ha oge ha wakporo ha n’ ụlọ oriri na ọñụñụ ahụ .	ADV NUM PRON NOUN NOUN VERB VERB PUNCT NOUN NUM DET DET VERB NOUN ADJ ADP ADV PRON DET NOUN NOUN VERB ADP NOUN PRON ADV PRON VERB PRON ADP NOUN NOUN CCONJ NOUN DET PUNCT
669	Nke a bụ nke e mere ka a mara site n’ ọnụ onyeisi oche ọchịchị nchere ogè n’ okpuru ọchịchị ahụ , bụ maazị Chieloka Okoye , oge ndị òtù ọrụ ahụ gara kpọtụrụ ya n’ ụlọ ọrụ ya dị n’ Ụkpọr , bụ isi obodo okpuru ọchịchị Nnewi South .	PRON DET AUX PRON PRON VERB ADV PRON VERB ADP ADP NOUN NOUN NOUN NOUN NOUN NOUN ADP ADP NOUN DET PUNCT AUX NOUN PROPN PROPN PUNCT ADV DET NOUN NOUN DET VERB VERB PRON ADP NOUN NOUN PRON AUX ADP PROPN PUNCT AUX NOUN NOUN ADP NOUN PROPN PROPN PUNCT
670	Ọ kpọkuzịrị ndị òtù ọrụ ahụ ka a gaa n’ ihu ịbagide na njem ịkọwaara na ịkụziri ndị na- ànyà ihe ọnyịnya ihe ha kwesiri ịma , iji wee belata ihe mberede okporo ụzọ na ihe ndị ọzọ yiri ya , ma kwekwazie nkwà inye ha nkwàdo n’ ozuzu òkè n’ imezùpùta nke ahụ .	PRON VERB DET NOUN NOUN DET ADV PRON VERB ADP ADP VERB ADP NOUN VERB CCONJ VERB DET AUX VERB PRON VERB PRON PRON VERB VERB PUNCT VERB VERB VERB PRON NOUN NOUN NOUN CCONJ PRON DET DET VERB PRON PUNCT SCONJ VERB NOUN VERB PRON NOUN ADP ADV ADV ADP VERB PRON DET PUNCT
671	Ya bụ nkesà akụrụngwa na ihe ndị ọzọ bụ nke weere ọnọdụ ụbọchị Wednesday n’ ụlọ ọba ego ala anyị dị n’ Awka , bụ isi obodo steeti ahụ , ebe e siri wee busaa ha n’ okpuru ọchịchị niile e nwere na ya bụ steeti .	PRON AUX VERB NOUN CCONJ PRON DET DET AUX PRON VERB NOUN NOUN PROPN ADP NOUN NOUN NOUN NOUN PRON AUX ADP PROPN PUNCT AUX NOUN NOUN NOUN DET PUNCT PRON PRON VERB VERB VERB PRON ADP ADP NOUN DET PART VERB ADP PRON AUX NOUN PUNCT
672	Ọ rịọkwara ọha na eze arịrịọ ka ha tụnyere otu APGA ka r wee nyere aka na- achị steeti Anambra bụ Gọvanọ Obiano aka n’ ịlụ ezi ọlụ nke ọ na- alụ .	PRON VERB NOUN CCONJ NOUN NOUN ADV PRON VERB NOUN PROPN ADV X VERB VERB NOUN AUX VERB NOUN PROPN AUX NOUN PROPN NOUN ADP VERB ADJ NOUN DET PRON AUX VERB PUNCT
673	O kwukwara na ya onwe ya na- ezisa ozi ka ndị mmadụ pụta n’ igwe ma tụnyere ha maka ọdịmma nke steeti ahụ .	PRON VERB ADV PRON PRON PRON AUX VERB NOUN ADV DET NOUN VERB ADP NOUN SCONJ VERB PRON ADV ADJ ADP NOUN CCONJ PUNCT
674	O jikwa ohere ahụ kelee gọvanọ maka ọlụ ọma ya tinyere ịkwụ ndị ọlụ ụgwọ .	PRON VERB NOUN DET VERB NOUN ADV NOUN ADJ PRON VERB VERB DET NOUN NOUN PUNCT
675	O kwukwara na ndị ahịa ketakwara oke n’ ọlụ ọma ya site n’ akatamkpo ego o nyere ha nke ha ji na- alụ ụzọ ma na- edozikwa ebe nile mebiri emebi n’ ọgbọ osisi .	PRON VERB ADV DET NOUN VERB NOUN ADP NOUN ADJ PRON ADP ADP DET NOUN PRON VERB PRON PRON PRON VERB AUX VERB NOUN SCONJ AUX VERB PRON DET VERB VERB ADP PROPN PROPN PUNCT
676	O kpọkuru ndị na- azọ ọchịchị ka ha jiri nwayọọ na ndọrọndọrọ abụghị tigbuo zọgbuo .	PRON VERB DET AUX VERB NOUN ADV PRON VERB ADV ADP VERB AUX VERB VERB PUNCT
677	Ọ gakwara n’ ihu rịọ ndị ntorobịa ka ha ghara ịkpa aghara n’ ụbọchị ahụ .	PRON VERB ADP ADP VERB DET NOUN ADV PRON VERB VERB VERB ADP NOUN DET PUNCT
678	Ọ rịokwara gọvanọ ka ọ gbatara ha ọsọ enyemaka site n’ iche ngwuru fence n’ ọgbọ osisi na idozikwa ụzọ ndị nke fọrọ afo maka udu mmiri na ịtinyere ha obi ọkụ transformer .	PRON VERB NOUN ADV PRON VERB PRON VERB VERB ADP ADP VERB NOUN NOUN ADP PROPN PROPN CCONJ VERB NOUN DET PRON VERB VERB ADP NOUN NOUN CCONJ VERB PRON NOUN NOUN NOUN PUNCT
679	N’ otu aka ahụ ndị e were ka ha nye aka Adhoc’ juputara ụlọọlụ INEC n’ oge gara aga bụzi akụkọ mgbe ochie , onweghị ndị nọzị ebe ahụ .	ADP NUM NOUN DET PRON PRON VERB ADV PRON VERB NOUN NOUN VERB NOUN PROPN ADP NOUN VERB VERB AUX NOUN NOUN ADJ PUNCT VERB PRON VERB PRON DET PUNCT
680	Ndị ọbụla a gachaala ebe onodo ọlụ ha dị .	PRON DET PRON VERB PRON NOUN NOUN PRON AUX PUNCT
681	A ga- ejikwa ohere ahụ wee kelee Chineke maka inye aka ya , nchekwa ya , ezi ọganiru na udo nke dị na steeti Anambra kemgbe ọ malitere ọchịchị ya .	PRON AUX VERB NOUN DET VERB VERB PROPN ADV VERB NOUN PRON PUNCT NOUN PRON PUNCT ADJ NOUN CCONJ NOUN PRON AUX ADP NOUN PROPN ADV PRON VERB NOUN PRON PUNCT
682	Gọvanọ Willie Obiano na- eme ihe dịka o si kwu , ọ dịghị ka ọtụtụ ndị ọchịchị ndị ọzọ na- abụ ha na- ekwu ọzọ , ha a na- eme ọzọ .	NOUN PROPN PROPN AUX VERB PRON ADV PRON VERB VERB PUNCT PRON AUX ADV DET DET NOUN PRON DET AUX VERB PRON AUX VERB DET PUNCT PRON PRON AUX VERB DET PUNCT
683	O sonyere n’ ọchịchị onye ọ nọchitere anya ya nke mere ka agha a malitere ị bụ megide ndị ntọrị kwusịrị n’ egbughị oge .	PRON VERB ADP NOUN PRON PRON VERB NOUN PRON PRON VERB ADV NOUN PRON VERB PRON VERB VERB DET VERB VERB ADP VERB NOUN PUNCT
684	O kwesiri ka mmadụ nile pụta ma kwado Gọvanọ Willie Maduaburochukwu Obiano n’ idozi obodo anyị bụ Anambra makana a nyụkọọ amiri ọnụ , ọ gbọọ ụfụfụ .	PRON VERB ADV NOUN DET VERB SCONJ VERB NOUN PROPN PROPN PROPN ADP VERB NOUN PRON AUX PROPN ADV PRON VERB NOUN NOUN PUNCT PRON VERB NOUN PUNCT
685	Ndị a bụ ndị e jidere site na mpaghara ebe dị iche iche na steeti ahụ , nke gụnyere Nnewi , Ọkịja , Obosi , ọdụ ụgbọala Ihiala , nke Aba , nke Owerri , nke Lagos , nke Benin .	PRON DET AUX PRON PRON VERB ADP ADP NOUN NOUN AUX ADJ ADJ ADP NOUN DET PUNCT PRON VERB PROPN PUNCT PROPN PUNCT PROPN PUNCT NOUN NOUN PROPN PUNCT ADP PROPN PUNCT ADP PROPN PUNCT ADP PROPN PUNCT ADP PROPN PUNCT
686	Ihe ndị e nwekọtakwara n’ aka ha gụnyere ọgwụ Cannabis sativa , ọgwụ Cocaine na ọgwụ ike Heroine .	PRON DET PART VERB ADP NOUN PRON VERB NOUN PROPN PROPN PUNCT NOUN PROPN CCONJ NOUN ADV PROPN PUNCT
687	O mere ka a mara na ụlọ ọrụ niile ahụ ga- aga n’ ihu na njikọ aka ahụ , ma na- ebukwa agha na mgbe na mgbe megide ndị niile na- etinye anya n’ ọgwụ ike , wee ruo mgbe ịtụ mgbere ọgwụ ike ga- aghọ akụkọ mgbe ochie na steeti ahụ .	PRON VERB ADV PRON VERB ADV NOUN NOUN DET DET AUX VERB ADP ADP ADV NOUN NOUN DET PUNCT SCONJ AUX VERB NOUN ADP ADV ADP ADV VERB PRON DET AUX VERB NOUN ADP NOUN ADJ PUNCT VERB VERB ADV VERB NOUN VERB ADJ AUX VERB NOUN PRON ADJ ADP NOUN DET PUNCT
688	O mere ka a mara na ndị ahụ a nwụchikọrọ bụ ndị a ga- enyòcha nke ọma ma tọhàpụ ndị aka ha dị ọcha n’ ime ha , ebe ndị ikpe mara bụ ndị a ga- akpụpụ ụlọ ime ma were iwu mee ha ihe .	PRON VERB ADV PRON VERB ADV PRON DET PRON VERB AUX PRON PRON AUX VERB ADV ADV SCONJ VERB PRON NOUN PRON AUX ADJ ADP ADP PRON PUNCT SCONJ PRON NOUN VERB AUX PRON PRON AUX VERB NOUN VERB SCONJ VERB NOUN VERB PRON PRON PUNCT
689	Mezue gara n’ ihu kwuo na o kwesịrị ka e nwee ihe di iche n’ ebe a na- elekota ụmụaka ma ọ bụrụ na e mechaa ihe ọmụmụ ahu , nke ga- eweta ihe ọma nke gụnyere nchekwa n’ ọnọdụ ileta ụmụaka ma bụrụkwa nke ga- agbaso usoro na ntuzi aka nke gọọmentị .	PROPN VERB ADP ADP VERB ADV PRON VERB ADV PRON VERB PRON AUX ADJ ADP PRON PRON AUX VERB NOUN VERB VERB VERB VERB VERB VERB VERB VERB VERB PUNCT VERB AUX VERB PRON ADJ PRON VERB VERB ADP NOUN VERB NOUN CCONJ AUX PRON AUX VERB NOUN CCONJ VERB NOUN ADP NOUN PUNCT
690	Onye na- ahụ maka ọdị mma ndị mmadụ na ndị uweoji Police Public Relations Officers’ bụ Haruna Mohammed kwupụtara nke a n’ okwu ọ gwara ndị nta akụkọ n’ Onitsha ụnyaahụ .	PRON AUX VERB ADP VERB ADJ DET NOUN CCONJ DET NOUN NOUN NOUN NOUN NOUN AUX PROPN PROPN VERB PRON DET ADP NOUN PRON VERB DET NOUN NOUN ADP PROPN ADV PUNCT
691	Mohammed , onye kwuru na achọpụtabeghị ihe kpatara ọkụ ọgbụgba ahụ kwukwara na kọmishọna uweojii , Maazị Rabiu Ladodo enyela iwu maka nnyocha bụ ịgba iji chọpụta ihe kpatara ọdachị ahụ .	PROPN PUNCT PRON VERB ADV VERB PRON VERB NOUN VERB DET VERB ADV NOUN NOUN PUNCT NOUN PROPN PROPN VERB NOUN ADP PROPN AUX VERB VERB VERB PRON VERB VERB DET PUNCT
692	O kwekwazịrị nkwà na ọchịchị steeti ahụ ga- elebà anya nke ọma ma mee nnyocha zuru òkè iji wee chọpụta ihe butere ya bụ ihe mberede okporo ụzọ , ma were usoro kwesiri ekwesi gbasòó ya .	PRON VERB NOUN ADP NOUN NOUN DET AUX VERB NOUN ADV ADV SCONJ VERB NOUN VERB ADV VERB VERB VERB PRON VERB PRON AUX PRON ADV NOUN NOUN PUNCT SCONJ VERB NOUN VERB VERB VERB PRON PUNCT
693	Dịka ndị ọlụ ọ dị n’ aka si kwu na ọtụtụ ihe kpochapụrụ nke a chọpụtachabeghị n’ ihi na a ka na- aga n’ ihu ịzọ ndị mmadụ na mpaghara ebe ọ ka njọ n’ oke agbata ha na mba Mozambique .	ADV DET NOUN PRON AUX ADP NOUN VERB VERB ADV DET PRON VERB PRON DET VERB ADP ADV ADV PRON VERB AUX VERB ADP ADP VERB DET NOUN ADP NOUN PRON PRON ADV ADJ ADP NOUN NOUN PRON CCONJ NOUN PROPN PUNCT
694	Na Monde ka ode akwụkwọ nke ngalaba na- ahụ maka mgbasa ozi Ministry of Information , Nick Mangwana kwuru na ya bụ mkpampa kpochapụrụ ọtụtụ mmadụ .	ADP PROPN VERB NOUN NOUN ADP NOUN AUX VERB ADV VERB NOUN NOUN ADP NOUN PUNCT PROPN PROPN VERB ADV PRON AUX ADV VERB DET NOUN PUNCT
695	Ọ gakwara n’ ihu kwuo sị , “ mpaghara Chimanimani aburụla nke ekewapụrụ ekewapụ n’ ebe ndị ala a ndị ọzọ nọ n’ ihi oke mmiri ozuzo na oke ifufe nke kpochapuru okporoụzọ , ụlọ na akwa mmiri ma kụchapụkwa ọkụ na akara nzirikọta ozi . ”	PRON VERB ADP ADP VERB VERB PUNCT PUNCT NOUN PROPN VERB PRON VERB VERB ADP PRON DET NOUN DET PRON DET VERB ADP ADV ADJ NOUN VERB CCONJ ADJ NOUN PRON VERB NOUN PUNCT NOUN CCONJ NOUN NOUN SCONJ VERB NOUN CCONJ NOUN VERB NOUN PUNCT PUNCT
696	A ka na- agakwa n’ ihu na- azọ ndụ ndị mmadụ na Chimanimani , ebe ọtụtụ n’ ime ha na- alaruzi n’ ugwu kemgbe Fraidee gara aga .	PRON VERB AUX VERB ADP ADP AUX VERB NOUN DET NOUN ADP PROPN PUNCT SCONJ DET ADP ADP PRON AUX VERB ADP NOUN ADV PROPN VERB VERB PUNCT
697	Ọ sị na e wezùga ihe gbasaara azụmahịa , na e nwèrè ihe ndị ọzọ ha chọrọ ka ha na steeti Anambra na- emekọ , ọ kachasị dịka o siri metụta omenala na ịkwàlite njem nlegharị anya .	PRON VERB ADV PRON VERB PRON VERB NOUN PUNCT CCONJ PRON VERB PRON PRON DET PRON VERB ADV PRON ADP NOUN PROPN AUX VERB PUNCT PRON ADJ ADV PRON VERB VERB NOUN CCONJ VERB NOUN VERB NOUN PUNCT
698	N’ akụkụ nke ya , aka na- achị steeti Anambra bụ Gọvanọ Willie Obianọ , onye nabàtara ha bụ ndị ọbịa kwuputara njìkere steeti ahụ ịga n’ ihu na ya bụ njikọaka na mmekọrịta .	ADP ADP PRON PRON PUNCT NOUN AUX VERB NOUN PROPN AUX NOUN PROPN PROPN PUNCT PRON VERB PRON AUX DET NOUN VERB VERB NOUN DET VERB ADP ADP ADP PRON AUX NOUN CCONJ NOUN PUNCT
699	O kwuru na gọọmenti steeti ahụ amalitelarị ọrụ ebe ụgbọala ga na- ada n’ ọdụ ụgbọelu ahụ a na- arụ n’ Ụmụeri .	PRON VERB ADV NOUN NOUN DET VERB NOUN PRON NOUN AUX AUX VERB ADP ADP NOUN DET PRON AUX VERB ADP PROPN PUNCT
700	Umeh gwara ndị nta akụkọ nke a na Monde , oge ọ na- eto aka na- achi steeti ahụ bụ Chief Willie Obiano maka ọlụ ya na mbọ ya n’ ebe steeti ya nọ kemgbe afọ ise .	PROPN VERB DET NOUN NOUN PRON DET ADP PROPN PUNCT ADV PRON AUX VERB NOUN AUX VERB NOUN DET AUX NOUN PROPN PROPN ADP NOUN PRON CCONJ NOUN PRON ADP PRON NOUN PRON VERB ADV NOUN NUM PUNCT
701	O kwuru sị , “ Ana m esonyere nde kwuru nde ndị Anambra na ndị bi na ya wee na- ekele ezigbo gọvanọ anyi , Chief Willie Obiano na ncheta afọ ise ya n’ ichi Anambra tinyekwara ọlụ niile o jirila ya wee lụọ . ”	PRON VERB VERB PUNCT PUNCT PRON PRON VERB NUM ADJ NUM DET PROPN CCONJ DET VERB ADP PRON VERB AUX VERB ADJ NOUN PRON PUNCT NOUN PROPN PROPN ADP NOUN NOUN NUM PRON ADP PROPN PROPN VERB NOUN DET PRON VERB PRON VERB VERB PUNCT PUNCT
702	Ọ gakwara n’ ihu kwuo na Chineke ejirila Gọvanọ Obiano lụọ ọtụtụ olu gụnyere ngalaba nchekwa ndụ na akụnụba , ọlụugbo ; nke mere na steeti Anambra na- ebufeziri mba ndị ọzọ osikapa .	PRON VERB ADP ADP VERB ADV PROPN VERB NOUN PROPN VERB DET NOUN VERB NOUN NOUN NOUN CCONJ NOUN PUNCT NOUN PUNCT PRON VERB ADV NOUN PROPN AUX VERB NOUN PRON DET NOUN PUNCT
703	Umeh , onye nke ji otu ndọrọndọrọ All Progressives Grand Alliance APGA wee zọ ọchịchi jikwa ohere ahụ kelee ndị ọ ga- anochite bụ Agụata I maka nkwado ha nke mere o jiri turu ugo ma kwekwa ha nkwa ọlụ ọma .	PROPN PUNCT PRON PRON VERB NOUN NOUN PROPN PROPN PROPN PROPN PROPN VERB VERB NOUN VERB NOUN DET VERB PRON PRON AUX VERB AUX PROPN PRON VERB NOUN PRON PRON VERB PRON VERB VERB NOUN SCONJ VERB PRON NOUN NOUN ADJ PUNCT
704	ọ kọwakwara na ọ ga- eji ọnọdu ya dịka onye APGA wee sonyesie ike n’ ọlụ ma hụkwa na anya goomenti na- eru na ngalaba iteghete 9 wards nke dị n’ ọgbọ nta vootu ahụ .	PRON VERB ADV PRON AUX VERB NOUN PRON ADV DET PROPN VERB VERB ADV ADP NOUN CCONJ VERB ADV NOUN NOUN AUX VERB ADP NOUN NUM NUM NOUN PRON AUX ADP NOUN ADJ NOUN DET PUNCT
705	O kpebikwara ịkwụsị ahia mbugharị n’ ihi ihe mberede nke ha na- adabakarị na ya , ma kwekwa nkwa ileba anya hụ na e gbochiri ihe mberede na- eme n’ ebe ndị ahụ .	PRON VERB VERB NOUN NOUN ADP ADV PRON NOUN ADP PRON AUX VERB ADP PRON PUNCT CCONJ VERB NOUN VERB NOUN VERB ADV PART VERB PRON NOUN AUX VERB ADP PRON PRON DET PUNCT
706	Gọvanọ Obiano gwakwara ndị Anambra ka ha debanye aha ha n’ atụmatụ ahụike steeti ahụ State Health Insurance Scheme’ iji nyere ndụ ha aka maka ezi ahụike , ọkachasi n’ oge o dara na mberede .	NOUN PROPN VERB DET PROPN ADV PRON VERB NOUN PRON ADP NOUN NOUN NOUN DET NOUN NOUN NOUN NOUN VERB VERB NOUN PRON NOUN ADV ADJ NOUN PUNCT ADV ADP NOUN PRON VERB ADP ADV PUNCT
